"No. Pesanan","Status Pesanan","Alasan Pembatalan","Status Pembatalan/ Pengembalian","No. Resi","Opsi Pengiriman","Antar ke counter/ pick-up","Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan)","Waktu Pengiriman Diatur","Waktu Pesanan Dibuat","Waktu Pembayaran Dilakukan","Metode Pembayaran","SKU Induk","Nama Produk","Nomor Referensi SKU","Nama Variasi","Harga Awal","Harga Setelah Diskon","Jumlah","Returned quantity","Total Harga Produk","Total Diskon","Diskon Dari Penjual","Diskon Dari Shopee","Berat Produk","Jumlah Produk di Pesan","Total Berat","Voucher Ditanggung Penjual","Cashback Koin","Voucher Ditanggung Shopee","Paket Diskon","Paket Diskon (Diskon dari Shopee)","Paket Diskon (Diskon dari Penjual)","Potongan Koin Shopee","Diskon Kartu Kredit","Ongkos Kirim Dibayar oleh Pembeli","Estimasi Potongan Biaya Pengiriman","Ongkos Kirim Pengembalian Barang","Total Pembayaran","Perkiraan Ongkos Kirim","Catatan dari Pembeli","Catatan","Username (Pembeli)","Nama Penerima","No. Telepon","Alamat Pengiriman","Kota/Kabupaten","Provinsi","Waktu Pesanan Selesai"
"241025FMPAH3QN","Selesai","","","SICEPAT8145378179","Instant","Antar ke counter","2024-10-27 13:12","2024-10-27 08:12","2024-10-25 12:52","2024-10-25 13:12","Kartu Kredit","KAO-042","Kaos Wanita Vintage Import","KAO-042-Putih-M","Putih, M","145000","125900","3","0","377700","57300","0","15000","166","3","498","0","0","15000","0","0","0","4498","0","15000","0","0","373202","15000","","","user_qinf2p","Pembeli 7058","6288609401630","Jl. Mawar No. 55, RT 08/RW 08","Jakarta","DKI Jakarta","2024-10-31 08:12"
"2411084Z7HT7RY","Selesai","","","SPX4724320148","Same Day","Antar ke counter","2024-11-10 20:27","2024-11-10 14:27","2024-11-08 19:53","2024-11-08 20:27","Kartu Kredit","KEM-064","Kemeja Wanita Vintage Bahan Adem","KEM-064-Sage green-XL","Sage green, XL","64000","45800","4","0","183200","72800","10000","15000","322","4","1288","10000","0","15000","0","0","0","0","0","15000","0","0","173200","15000","","","user_skboja","Pembeli 7180","6283934290060","Jl. Mawar No. 19, RT 08/RW 02","Surabaya","Jawa Timur","2024-11-13 14:27"
"240519Q0S5RMJP","Selesai","","","SPX8454086759","Hemat","Pick-up","2024-05-21 03:21","2024-05-19 23:21","2024-05-19 02:03","2024-05-19 03:21","SPayLater","TUN-075","Tunik Wanita Motif Bunga Terbaru","TUN-075-Coklat-M","Coklat, M","98000","91100","3","0","273300","20700","0","0","217","3","651","0","0","0","0","0","0","0","0","5000","0","0","278300","5000","","","user_08l4pj","Pembeli 1144","6282349781978","Jl. Mawar No. 88, RT 06/RW 07","Depok","Jawa Barat","2024-05-23 23:21"
"2401308AV3G609","Selesai","","","SPX8511248420","Kargo","Pick-up","2024-02-01 22:43","2024-01-31 11:43","2024-01-30 21:27","2024-01-30 22:43","COD","KAO-022","Kaos Wanita Casual Murah","KAO-022-Beige-XL","Beige, XL","101000","92300","1","0","92300","8700","10000","0","213","1","213","10000","0","0","0","0","0","0","0","0","20000","0","82300","20000","","","user_f5nk4o","Pembeli 4812","6285434046660","Jl. Mawar No. 23, RT 02/RW 07","Jakarta","DKI Jakarta","2024-02-02 11:43"
"2408082PITT8BO","Dikirim","","","JP0926280584","Instant","Antar ke counter","2024-08-10 21:47","2024-08-10 20:47","2024-08-08 20:05","2024-08-08 21:47","COD","SWE-097","Sweater Wanita Korean Style Terbaru","SWE-097-Hitam-M","Hitam, M","335000","223700","1","0","223700","111300","0","0","261","1","261","0","0","0","0","0","0","0","0","0","20000","0","223700","20000","","","user_uhoqjk","Pembeli 4667","6284662797673","Jl. Mawar No. 57, RT 03/RW 05","Jakarta","DKI Jakarta",""
"241227WWNQA4P3","Selesai","","","JP1378516724","Same Day","Antar ke counter","2024-12-29 01:27","2024-12-28 05:27","2024-12-27 00:45","2024-12-27 01:27","ShopeePay","SWE-097","Sweater Wanita Korean Style Terbaru","SWE-097-Maroon-M","Maroon, M","335000","254800","1","0","254800","80200","0","0","261","1","261","0","0","0","0","0","0","4993","0","20000","0","0","269807","20000","","","user_eppolg","Pembeli 3723","6286599445068","Jl. Mawar No. 27, RT 08/RW 05","Semarang","Jawa Tengah","2024-12-30 05:27"
"240611W09K2YB4","Selesai","","","JNT7800071985","Hemat","Antar ke counter","2024-06-13 16:07","2024-06-13 11:07","2024-06-11 14:31","2024-06-11 16:07","Transfer Bank","SWE-023","Sweater Wanita Rajut Bahan Adem","SWE-023-Putih-L","Putih, L","249000","168900","3","0","506700","240300","0","0","379","3","1137","0","0","0","0","0","0","0","0","15000","0","0","521700","15000","","","user_ig8icf","Pembeli 7131","6288753964973","Jl. Mawar No. 45, RT 01/RW 02","Makassar","Sulawesi Selatan","2024-06-15 11:07"
"2408138OCQVKCA","Selesai","","","JNT6217118314","Hemat","Antar ke counter","2024-08-15 15:25","2024-08-15 14:25","2024-08-13 14:20","2024-08-13 15:25","ShopeePay","SET-068","Setelan Wanita Formal Murah","SET-068-Hitam-L","Hitam, L","232000","174600","5","0","873000","287000","5000","0","183","5","915","5000","0","0","0","0","0","0","0","0","10000","0","868000","10000","","","user_pmvl5v","Pembeli 3193","6285086141034","Jl. Mawar No. 16, RT 03/RW 04","Depok","Jawa Barat","2024-08-16 14:25"
"240311Z6PQ1AUF","Dibatalkan","Waktu pengiriman terlalu lama","Dibatalkan oleh Pembeli","","Same Day","Antar ke counter","2024-03-13 19:59","","2024-03-11 18:42","","Transfer Bank","SWE-072","Sweater Wanita Casual Murah","SWE-072-Coklat-XL","Coklat, XL","65000","54000","1","0","54000","11000","0","0","375","1","375","0","0","0","0","0","0","0","0","10000","0","0","64000","10000","","","user_0ep8rf","Pembeli 9334","6287007120883","Jl. Mawar No. 50, RT 02/RW 03","Makassar","Sulawesi Selatan",""
"241015V08KTRPW","Selesai","","","JNT3101132300","Reguler","Pick-up","2024-10-17 04:12","2024-10-17 02:12","2024-10-15 02:19","2024-10-15 04:12","Transfer Bank","OUT-092","Outer Wanita Premium Murah","OUT-092-Beige-S","Beige, S","186000","138800","1","0","138800","47200","10000","0","360","1","360","10000","0","0","0","0","0","0","0","0","20000","0","128800","20000","","","user_n04fdt","Pembeli 5167","6288195813399","Jl. Mawar No. 90, RT 09/RW 02","Depok","Jawa Barat","2024-10-19 02:12"
"241118CVGFGM1T","Selesai","","","SPX8759408914","Same Day","Pick-up","2024-11-20 04:52","2024-11-19 04:52","2024-11-18 03:38","2024-11-18 04:52","SPayLater","CEL-085","Celana Kulot Wanita Korean Style Murah","CEL-085-Dusty pink-XL","Dusty pink, XL","216000","184400","5","0","922000","158000","0","0","380","5","1900","0","0","0","0","0","0","0","0","0","30000","0","922000","30000","","","user_e2asoe","Pembeli 3757","6286851517562","Jl. Mawar No. 28, RT 06/RW 06","Semarang","Jawa Tengah","2024-11-24 04:52"
"2405164XAIC0DH","Dikirim","","","SPX7945178609","Same Day","Antar ke counter","2024-05-19 00:40","2024-05-18 13:40","2024-05-16 23:06","2024-05-17 00:40","ShopeePay","CRO-020","Crop Top Wanita Oversize Terbaru","CRO-020-Coklat-L","Coklat, L","138000","126900","5","0","634500","55500","0","15000","383","5","1915","0","0","15000","0","0","0","0","0","25000","0","0","644500","25000","","","user_eoj3m4","Pembeli 6919","6282848161257","Jl. Mawar No. 24, RT 02/RW 08","Bekasi","Jawa Barat",""
"240523KZZMALQH","Dibatalkan","Penjual tidak merespon","Dibatalkan oleh Pembeli","","Reguler","Antar ke counter","2024-05-26 01:08","","2024-05-23 23:30","","Transfer Bank","KAO-022","Kaos Wanita Casual Murah","KAO-022-Beige-M","Beige, M","101000","85400","4","0","341600","62400","0","0","213","4","852","0","0","0","0","0","0","0","0","25000","0","0","366600","25000","","","user_qxlkdy","Pembeli 7848","6285530730504","Jl. Mawar No. 56, RT 03/RW 07","Tangerang","Banten",""
"240613SRP7B4HJ","Dibatalkan","Salah pilih variasi","Dibatalkan oleh Pembeli","","Hemat","Pick-up","2024-06-15 12:59","","2024-06-13 12:47","","COD","JAK-084","Jaket Wanita Polos Bahan Adem","JAK-084-Beige-M","Beige, M","105000","75000","2","0","150000","60000","5000","0","260","2","520","5000","0","0","0","0","0","0","0","5000","0","0","150000","5000","","","user_ehdm6k","Pembeli 4221","6282974682922","Jl. Mawar No. 60, RT 08/RW 07","Semarang","Jawa Tengah",""
"240423NI4EUBYG","Dikirim","","","JNT8848150086","Reguler","Antar ke counter","2024-04-25 12:59","2024-04-24 02:59","2024-04-23 12:35","2024-04-23 12:59","SPayLater","SWE-072","Sweater Wanita Casual Murah","SWE-072-Coklat-M","Coklat, M","65000","54900","2","0","109800","20200","10000","0","375","2","750","10000","0","0","0","0","0","0","0","0","15000","0","99800","15000","","","user_gjpmh3","Pembeli 5186","6281046300897","Jl. Mawar No. 46, RT 05/RW 09","Bandung","Jawa Barat",""
"240719TQX45JOQ","Selesai","","","JP6903538491","Reguler","Antar ke counter","2024-07-21 07:46","2024-07-20 12:46","2024-07-19 06:50","2024-07-19 07:46","SPayLater","OUT-092","Outer Wanita Premium Murah","OUT-092-Dusty pink-M","Dusty pink, M","186000","155800","5","0","779000","151000","5000","15000","360","5","1800","5000","0","15000","0","0","0","0","0","0","20000","0","759000","20000","","","user_0kq8sj","Pembeli 8488","6285514995644","Jl. Mawar No. 94, RT 07/RW 02","Bekasi","Jawa Barat","2024-07-24 12:46"
"240920VIARPH3Q","Selesai","","","SPX4997326587","Reguler","Antar ke counter","2024-09-22 22:41","2024-09-22 10:41","2024-09-20 20:48","2024-09-20 22:41","ShopeePay","BLO-004","Blouse Wanita Kekinian Import","BLO-004-Hitam-M","Hitam, M","396000","313400","2","0","626800","165200","0","15000","316","2","632","0","0","15000","0","0","0","3661","0","25000","0","0","633139","25000","","","user_kio5b6","Pembeli 4733","6284031765433","Jl. Mawar No. 57, RT 05/RW 07","Semarang","Jawa Tengah","2024-09-27 10:41"
"241103FEQJ4PZC","Dikirim","","","SPX1148967674","Kargo","Antar ke counter","2024-11-05 10:49","2024-11-04 05:49","2024-11-03 08:55","2024-11-03 10:49","Kartu Kredit","KAO-082","Kaos Wanita Kekinian Elegan","KAO-082-Lilac-XL","Lilac, XL","317000","264600","5","0","1323000","262000","0","15000","152","5","760","0","0","15000","0","0","0","0","0","0","20000","0","1308000","20000","","","user_y5sro0","Pembeli 6159","6288033784052","Jl. Mawar No. 3, RT 05/RW 03","Surabaya","Jawa Timur",""
"241201BZVYX9D1","Selesai","","","JP4287419684","Same Day","Antar ke counter","2024-12-03 16:53","2024-12-03 08:53","2024-12-01 16:01","2024-12-01 16:53","Transfer Bank","TUN-074","Tunik Wanita Polos Bahan Adem","TUN-074-Beige-All Size","Beige, All Size","34000","22300","1","0","22300","11700","0","15000","320","1","320","0","0","15000","0","0","0","0","0","20000","0","0","27300","20000","","","user_qq6ap3","Pembeli 5299","6286032050998","Jl. Mawar No. 76, RT 05/RW 03","Yogyakarta","DI Yogyakarta","2024-12-08 08:53"
"2405065S517DXJ","Selesai","","","JP2764031684","Same Day","Pick-up","2024-05-08 22:58","2024-05-07 11:58","2024-05-06 22:19","2024-05-06 22:58","SPayLater","HIJ-047","Hijab Wanita Formal Bahan Adem","HIJ-047-Dusty pink-All Size","Dusty pink, All Size","97000","74100","3","0","222300","68700","0","0","335","3","1005","0","0","0","0","0","0","4206","0","0","30000","0","218094","30000","","","user_0eq4aw","Pembeli 5441","6283848953532","Jl. Mawar No. 87, RT 02/RW 06","Bandung","Jawa Barat","2024-05-08 11:58"
"241026F8TX134L","Dibatalkan","Penjual tidak merespon","Dibatalkan oleh Pembeli","","Instant","Antar ke counter","2024-10-29 00:31","","2024-10-26 23:16","","SPayLater","ROK-083","Rok Mini Wanita Vintage Import","ROK-083-Lilac-S","Lilac, S","309000","258000","2","0","516000","102000","0","15000","159","2","318","0","0","15000","0","0","0","0","0","0","5000","0","501000","5000","","","user_5hsts6","Pembeli 2074","6282951038709","Jl. Mawar No. 52, RT 03/RW 09","Jakarta","DKI Jakarta",""
"240112WGJ9Y56C","Selesai","","","SICEPAT1553564205","Hemat","Pick-up","2024-01-14 18:48","2024-01-13 07:48","2024-01-12 17:23","2024-01-12 18:48","Transfer Bank","TUN-075","Tunik Wanita Motif Bunga Terbaru","TUN-075-Putih-All Size","Putih, All Size","98000","62800","4","0","251200","140800","0","0","217","4","868","0","0","0","0","0","0","0","0","20000","0","0","271200","20000","","","user_wqw29p","Pembeli 5334","6286500182511","Jl. Mawar No. 28, RT 06/RW 07","Jakarta","DKI Jakarta","2024-01-17 07:48"
"240105853J5SFM","Selesai","","","SPX2634009942","Instant","Pick-up","2024-01-07 07:39","2024-01-06 13:39","2024-01-05 06:04","2024-01-05 07:39","COD","ROK-070","Rok Midi Wanita Korean Style Elegan","ROK-070-Dusty pink-All Size","Dusty pink, All Size","348000","275600","1","0","275600","72400","5000","0","294","1","294","5000","0","0","0","0","0","0","0","5000","0","0","275600","5000","","","user_bmzpsc","Pembeli 9729","6288796020741","Jl. Mawar No. 48, RT 05/RW 01","Surabaya","Jawa Timur","2024-01-08 13:39"
"241005GMVV6V3V","Selesai","","","SICEPAT2394111438","Kargo","Pick-up","2024-10-07 10:44","2024-10-07 02:44","2024-10-05 09:31","2024-10-05 10:44","Transfer Bank","ROK-099","Rok Mini Wanita Basic Bahan Adem","ROK-099-Mustard-All Size","Mustard, All Size","127000","102500","5","0","512500","122500","0","0","215","5","1075","0","0","0","0","0","0","0","0","0","25000","0","512500","25000","","","user_vnfowa","Pembeli 7831","6282710063308","Jl. Mawar No. 59, RT 07/RW 03","Medan","Sumatera Utara","2024-10-12 02:44"
"241013FW0C20X4","Selesai","","","SPX2778357419","Same Day","Pick-up","2024-10-15 08:50","2024-10-15 07:50","2024-10-13 07:32","2024-10-13 08:50","Transfer Bank","CEL-001","Celana Kulot Wanita Rajut Terbaru","CEL-001-Dusty pink-S","Dusty pink, S","376000","324700","5","0","1623500","256500","0","0","339","5","1695","0","0","0","0","0","0","1819","0","0","25000","0","1621681","25000","","","user_9vfeaa","Pembeli 2089","6286538759198","Jl. Mawar No. 7, RT 08/RW 07","Tangerang","Banten","2024-10-19 07:50"
"241204X4OEARNW","Selesai","","","JP2128416515","Reguler","Pick-up","2024-12-06 04:16","2024-12-06 04:16","2024-12-04 03:39","2024-12-04 04:16","COD","ROK-055","Rok Mini Wanita Korean Style Bahan Adem","ROK-055-Sage green-XL","Sage green, XL","37000","31300","2","0","62600","11400","0","0","398","2","796","0","0","0","0","0","0","0","0","0","25000","0","62600","25000","","","user_3b79p7","Pembeli 2676","6282720902231","Jl. Mawar No. 73, RT 09/RW 01","Yogyakarta","DI Yogyakarta","2024-12-11 04:16"
"240102FMW4VCHR","Selesai","","","SICEPAT1559179678","Kargo","Antar ke counter","2024-01-04 02:51","2024-01-03 16:51","2024-01-02 01:53","2024-01-02 02:51","ShopeePay","SWE-039","Sweater Wanita Kekinian Bahan Adem","SWE-039-Coklat-L","Coklat, L","246000","191400","1","0","191400","54600","10000","0","396","1","396","10000","0","0","0","0","0","0","0","0","5000","0","181400","5000","","","user_brhgr8","Pembeli 2017","6286264580840","Jl. Mawar No. 12, RT 03/RW 01","Bandung","Jawa Barat","2024-01-04 16:51"
"240322GJVC2SMT","Selesai","","","SPX2129245024","Reguler","Antar ke counter","2024-03-24 14:01","2024-03-23 04:01","2024-03-22 13:02","2024-03-22 14:01","SPayLater","SWE-095","Sweater Wanita Slim Fit Bahan Adem","SWE-095-Lilac-XL","Lilac, XL","234000","151400","2","0","302800","165200","10000","0","323","2","646","10000","0","0","0","0","0","1312","0","0","30000","0","291488","30000","","","user_w9y49d","Pembeli 4914","6282490840217","Jl. Mawar No. 35, RT 06/RW 07","Bandung","Jawa Barat","2024-03-27 04:01"
"240131TYK80XTA","Selesai","","","JNT8428336136","Reguler","Pick-up","2024-02-02 18:24","2024-02-01 12:24","2024-01-31 16:50","2024-01-31 18:24","Kartu Kredit","ROK-000","Rok Mini Wanita Korean Style Murah","ROK-000-Hitam-L","Hitam, L","155000","146600","2","0","293200","16800","0","0","207","2","414","0","0","0","0","0","0","0","0","0","15000","0","293200","15000","","","user_fctyvo","Pembeli 3626","6281171393180","Jl. Mawar No. 66, RT 06/RW 09","Depok","Jawa Barat","2024-02-05 12:24"
"240601Y63NDTTU","Selesai","","","JNT0924687342","Same Day","Antar ke counter","2024-06-03 04:00","2024-06-02 02:00","2024-06-01 03:18","2024-06-01 04:00","ShopeePay","TUN-077","Tunik Wanita Polos Import","TUN-077-Maroon-L","Maroon, L","397000","340500","1","0","340500","56500","10000","0","237","1","237","10000","0","0","0","0","0","0","0","0","20000","0","330500","20000","","","user_vwt0y5","Pembeli 5622","6284717950116","Jl. Mawar No. 11, RT 02/RW 04","Jakarta","DKI Jakarta","2024-06-04 02:00"
"2405139EOIZU7N","Selesai","","","SPX1154246913","Kargo","Pick-up","2024-05-15 04:30","2024-05-14 17:30","2024-05-13 04:09","2024-05-13 04:30","ShopeePay","HIJ-060","Hijab Wanita Casual Import","HIJ-060-Hitam-XL","Hitam, XL","181000","141700","3","0","425100","117900","0","0","205","3","615","0","0","0","0","0","0","4762","0","0","20000","0","420338","20000","","","user_pcocwm","Pembeli 4995","6287771355617","Jl. Mawar No. 54, RT 08/RW 07","Yogyakarta","DI Yogyakarta","2024-05-19 17:30"
"2401064WVAHBEF","Dibatalkan","Salah pilih variasi","Dibatalkan oleh Sistem","","Same Day","Pick-up","2024-01-08 07:08","","2024-01-06 06:50","","SPayLater","SET-068","Setelan Wanita Formal Murah","SET-068-Dusty pink-S","Dusty pink, S","232000","209900","4","0","839600","88400","10000","15000","183","4","732","10000","0","15000","0","0","0","0","0","5000","0","0","819600","5000","","","user_ioi3ne","Pembeli 9698","6289966732169","Jl. Mawar No. 82, RT 07/RW 05","Jakarta","DKI Jakarta",""
"241108DUWETOWT","Selesai","","","JP1163674345","Same Day","Pick-up","2024-11-10 21:19","2024-11-10 00:19","2024-11-08 19:44","2024-11-08 21:19","COD","KAO-014","Kaos Wanita Motif Bunga Murah","KAO-014-Mustard-M","Mustard, M","113000","69000","1","0","69000","44000","10000","0","244","1","244","10000","0","0","0","0","0","0","0","5000","0","0","64000","5000","","","user_jjw8bk","Pembeli 5612","6288273466105","Jl. Mawar No. 43, RT 04/RW 09","Medan","Sumatera Utara","2024-11-12 00:19"
"240420YWDRDPMP","Selesai","","","JNT3485614434","Instant","Antar ke counter","2024-04-22 03:19","2024-04-21 09:19","2024-04-20 01:25","2024-04-20 03:19","ShopeePay","SET-030","Setelan Wanita Vintage Murah","SET-030-Navy-S","Navy, S","252000","167900","2","0","335800","168200","10000","0","190","2","380","10000","0","0","0","0","0","0","0","20000","0","0","345800","20000","","","user_em9nnc","Pembeli 4261","6283924422854","Jl. Mawar No. 9, RT 08/RW 04","Semarang","Jawa Tengah","2024-04-22 09:19"
"240125YBGI0RR0","Diproses","","","SPX2023427973","Instant","Antar ke counter","2024-01-27 01:10","2024-01-25 21:10","2024-01-25 00:22","2024-01-25 01:10","SPayLater","DRE-012","Dress Wanita Motif Bunga Import","DRE-012-Sage green-XL","Sage green, XL","425000","317000","3","0","951000","324000","0","15000","224","3","672","0","0","15000","0","0","0","2780","0","0","25000","0","933220","25000","","","user_upnei5","Pembeli 9108","6287270678317","Jl. Mawar No. 71, RT 01/RW 06","Medan","Sumatera Utara",""
"240729ADYAPG1G","Selesai","","","JP8110342817","Reguler","Antar ke counter","2024-07-31 12:56","2024-07-30 15:56","2024-07-29 12:22","2024-07-29 12:56","SPayLater","CRO-027","Crop Top Wanita Basic Bahan Adem","CRO-027-Beige-M","Beige, M","269000","202300","4","0","809200","266800","5000","0","285","4","1140","5000","0","0","0","0","0","0","0","0","25000","0","804200","25000","","","user_n4xjp7","Pembeli 3612","6281604264797","Jl. Mawar No. 18, RT 04/RW 03","Semarang","Jawa Tengah","2024-08-03 15:56"
"240418ZOKIYG19","Dibatalkan","Penjual tidak merespon","Dibatalkan oleh Pembeli","","Hemat","Antar ke counter","2024-04-20 08:10","","2024-04-18 07:32","","Transfer Bank","CEL-038","Celana Kulot Wanita Motif Bunga Elegan","CEL-038-Maroon-S","Maroon, S","311000","229600","5","0","1148000","407000","5000","0","192","5","960","5000","0","0","0","0","0","0","0","0","30000","0","1143000","30000","","","user_6c7luv","Pembeli 2137","6285120584320","Jl. Mawar No. 16, RT 01/RW 01","Makassar","Sulawesi Selatan",""
"2410082NGQEUA7","Selesai","","","SPX4429476039","Instant","Antar ke counter","2024-10-10 12:25","2024-10-09 09:25","2024-10-08 10:45","2024-10-08 12:25","ShopeePay","ROK-003","Rok Midi Wanita Formal Import","ROK-003-Maroon-S","Maroon, S","288000","252700","3","0","758100","105900","0","0","304","3","912","0","0","0","0","0","0","1554","0","0","15000","0","756546","15000","","","user_0brz0e","Pembeli 9127","6282160709065","Jl. Mawar No. 87, RT 07/RW 08","Medan","Sumatera Utara","2024-10-13 09:25"
"241118VZPVWLL5","Dibatalkan","Berubah pikiran","Dibatalkan oleh Pembeli","","Instant","Pick-up","2024-11-20 12:17","","2024-11-18 11:56","","SPayLater","KAO-031","Kaos Wanita Korean Style Murah","KAO-031-Navy-M","Navy, M","286000","191100","3","0","573300","284700","5000","15000","345","3","1035","5000","0","15000","0","0","0","0","0","0","20000","0","553300","20000","","","user_xhshv1","Pembeli 8936","6288336093893","Jl. Mawar No. 77, RT 02/RW 05","Depok","Jawa Barat",""
"240819OQSR41S6","Selesai","","","SPX8742125811","Kargo","Pick-up","2024-08-21 23:57","2024-08-21 00:57","2024-08-19 22:27","2024-08-19 23:57","SPayLater","TUN-074","Tunik Wanita Polos Bahan Adem","TUN-074-Lilac-S","Lilac, S","34000","24400","1","0","24400","9600","0","0","320","1","320","0","0","0","0","0","0","1747","0","10000","0","0","32653","10000","","","user_095egv","Pembeli 9700","6287432605662","Jl. Mawar No. 23, RT 03/RW 06","Bekasi","Jawa Barat","2024-08-26 00:57"
"2402204C5PNEDL","Diproses","","","SICEPAT0692306917","Same Day","Pick-up","2024-02-22 00:39","2024-02-21 16:39","2024-02-20 00:12","2024-02-20 00:39","COD","CAR-073","Cardigan Wanita Slim Fit Murah","CAR-073-Sage green-XL","Sage green, XL","110000","92700","5","0","463500","86500","5000","15000","262","5","1310","5000","0","15000","0","0","0","0","0","20000","0","0","463500","20000","","","user_u2gyia","Pembeli 8287","6281662134902","Jl. Mawar No. 51, RT 02/RW 01","Depok","Jawa Barat",""
