"Pesanan (Toko, Live)","Tanggal Pesanan","Kategori","Nama Produk","variasi","Harga","Jumlah","Total","Metode pembayaran(Cash,Tf,Qris)","No Telepon"
"Live","2024-04-30","Peralatan Khusus / Unik","[SCD] Alat Pembuat Sushi","1L","34500","3","103500","Qris","087799970999"
"Live","2024-05-01","Peralatan Penyimpanan Makanan","[NEW] Food Container","5L","55000","1","55000","Tf","083987264153"
"Live","2024-05-01","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","1L","11000","2","22000","Qris","085564157832"
"Toko","2024-05-01","Peralatan Pemanas","[SCD] Kompor Listrik","Hitam","95000","4","380000","Cash",""
"Toko","2024-05-02","Peralatan Penyajian","[NEW] Mangkuk Saji","250ml","25000","2","50000","Tf",""
"Toko","2024-05-02","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","Biru","92000","1","92000","Tf",""
"Toko","2024-05-02","Peralatan Baking","[PRV] Loyang Kue","Stainless","145000","3","435000","Qris",""
"Live","2024-05-02","Peralatan Pendingin","[SCD] Ice Box","1L","32500","5","162500","Tf","087855562802"
"Live","2024-05-02","Peralatan Minum","[PRV] Termos","Merah","39000","2","78000","Tf","086416936625"
"Toko","2024-05-02","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","Hitam","82000","2","164000","Qris",""
"Live","2024-05-02","Peralatan Minum","[NEW] Teko Air","Merah","28000","1","28000","Tf","085327371706"
"Toko","2024-05-02","Peralatan Minum","[PRV] Termos","Besar","35500","2","71000","Cash",""
"Live","2024-05-03","Peralatan Khusus / Unik","[NEW] Cetakan Bento","Silver","19000","3","57000","Qris","087835995640"
"Live","2024-05-03","Peralatan Pengukuran","[NEW] Timbangan Dapur","Putih","95000","5","475000","Qris","084263977917"
"Live","2024-05-03","Peralatan Pemanas","[PRV] Kompor Gas","Putih","521000","4","2084000","Qris","088464852368"
"Toko","2024-05-05","Peralatan Kebersihan Dapur","[NEW] Lap Dapur","Kecil","97000","2","194000","Qris",""
"Toko","2024-05-05","Peralatan Khusus / Unik","[PRV] Pengupas Nanas","Plastik","35500","4","142000","Cash",""
"Toko","2024-05-05","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","Besar","9500","2","19000","Cash",""
"Live","2024-05-05","Peralatan Baking","[SCD] Kuas Kue","1.5L","39000","2","78000","Tf","083473505271"
"Toko","2024-05-05","Peralatan Pemotong Khusus","[NEW] Pisau Roti","Kecil","94000","3","282000","Tf",""
"Toko","2024-05-05","Peralatan Minum","[NEW] Gelas Kaca","1.5L","81000","5","405000","Qris",""
"Live","2024-05-05","Peralatan Persiapan Bahan","[NEW] Cobek","250ml","46000","3","138000","Qris","084478768035"
"Live","2024-05-05","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Besar","34000","5","170000","Qris","085560482710"
"Toko","2024-05-05","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","Kecil","94000","5","470000","Tf",""
"Toko","2024-05-05","Peralatan Memasak Utama","[NEW] Teflon","250ml","177000","5","885000","Tf",""
"Toko","2024-05-05","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","Merah","26000","2","52000","Cash",""
"Toko","2024-05-05","Peralatan Pengukuran","[SCD] Timbangan Dapur","Stainless","44500","1","44500","Cash",""
"Live","2024-05-05","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","Kayu","89000","1","89000","Tf","085866585108"
"Toko","2024-05-05","Peralatan Pengukuran","[SCD] Timbangan Dapur","Kecil","35000","2","70000","Cash",""
"Live","2024-05-06","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Silver","19000","2","38000","Qris","085868403800"
"Live","2024-05-07","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","Plastik","14000","2","28000","Qris","083632672671"
"Toko","2024-05-07","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","1.5L","54000","3","162000","Cash",""
"Live","2024-05-07","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","Sedang","79000","5","395000","Qris","089747113285"
"Toko","2024-05-07","Peralatan Baking","[NEW] Cetakan Muffin","Besar","279000","5","1395000","Qris",""
"Toko","2024-05-08","Peralatan Pengaduk & Pencampur","[NEW] Centong","1L","50000","3","150000","Tf",""
"Live","2024-05-08","Peralatan Penyimpanan Makanan","[NEW] Food Container","Biru","78000","2","156000","Qris","087527296989"
"Live","2024-05-08","Peralatan Minum","[NEW] Mug Keramik","Plastik","61000","1","61000","Qris","087300068730"
"Toko","2024-05-09","Peralatan Kebersihan Dapur","[SCD] Spons Cuci Piring","Hitam","25500","1","25500","Tf",""
"Live","2024-05-09","Peralatan Persiapan Bahan","[SCD] Talenan","Sedang","10500","3","31500","Qris","081174437932"
"Live","2024-05-10","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","2L","31000","2","62000","Tf","087899048114"
"Live","2024-05-10","Peralatan Khusus / Unik","[PRV] Pengupas Nanas","Sedang","65000","5","325000","Qris","083706546560"
"Toko","2024-05-10","Peralatan Pendingin","[SCD] Ice Box","500ml","24000","2","48000","Tf",""
"Live","2024-05-10","Peralatan Penyaring & Peniris","[SCD] Peniris Gorengan","1.5L","23000","2","46000","Qris","083714452119"
"Live","2024-05-11","Peralatan Pemanas","[NEW] Kompor Gas","Besar","961000","2","1922000","Tf","081219035823"
"Toko","2024-05-11","Peralatan Minum","[PRV] Teko Air","Stainless","28500","1","28500","Qris",""
"Live","2024-05-11","Peralatan Baking","[NEW] Kuas Kue","Plastik","236000","4","944000","Qris","089284514626"
"Live","2024-05-11","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","Kayu","81000","3","243000","Tf","082984161644"
"Live","2024-05-13","Peralatan Pemanas","[SCD] Oven","Hitam","718000","3","2154000","Qris","085000726060"
"Toko","2024-05-13","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Silver","1438000","1","1438000","Tf",""
"Toko","2024-05-13","Peralatan Kebersihan Dapur","[SCD] Spons Cuci Piring","1L","28000","5","140000","Cash",""
"Toko","2024-05-13","Peralatan Pendingin","[SCD] Cooler Bag","250ml","9500","3","28500","Cash",""
"Live","2024-05-14","Peralatan Minum","[SCD] Teko Air","Hitam","10500","4","42000","Tf","088686313331"
"Toko","2024-05-15","Peralatan Baking","[NEW] Rolling Pin","Silver","161000","3","483000","Qris",""
"Live","2024-05-15","Peralatan Baking","[NEW] Kuas Kue","2L","194000","5","970000","Qris","084384032110"
"Toko","2024-05-15","Peralatan Kebersihan Dapur","[PRV] Sikat Panci","2L","49000","5","245000","Cash",""
"Live","2024-05-16","Peralatan Baking","[NEW] Rolling Pin","250ml","56000","4","224000","Tf","082338487110"
"Toko","2024-05-16","Peralatan Khusus / Unik","[PRV] Pengupas Nanas","Besar","26000","2","52000","Tf",""
"Toko","2024-05-17","Peralatan Elektronik Dapur Kecil","[SCD] Rice Cooker","Hitam","371000","3","1113000","Qris",""
"Toko","2024-05-17","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","1L","75000","3","225000","Qris",""
"Live","2024-05-17","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Merah","33000","5","165000","Tf","082225764672"
"Toko","2024-05-17","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Besar","981000","1","981000","Tf",""
"Live","2024-05-18","Peralatan Memasak Utama","[SCD] Teflon","1.5L","125500","1","125500","Qris","088789729606"
"Live","2024-05-19","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","2L","31000","2","62000","Tf","081950869333"
"Live","2024-05-19","Peralatan Penyajian","[NEW] Piring Saji","Merah","94000","5","470000","Tf","081560561355"
"Live","2024-05-19","Peralatan Baking","[NEW] Cetakan Muffin","Besar","254000","1","254000","Tf","081564390027"
"Live","2024-05-20","Peralatan Penyajian","[SCD] Piring Saji","500ml","29500","5","147500","Tf","083831699751"
"Live","2024-05-20","Peralatan Persiapan Bahan","[NEW] Cobek","Putih","86000","2","172000","Tf","086721263083"
"Live","2024-05-21","Peralatan Memasak Utama","[NEW] Teflon","Stainless","104000","2","208000","Tf","084385169908"
"Live","2024-05-21","Peralatan Pengaduk & Pencampur","[SCD] Whisk","2L","44500","2","89000","Tf","085952782591"
"Toko","2024-05-21","Peralatan Pemotong Khusus","[NEW] Peeler","250ml","45000","4","180000","Cash",""
"Live","2024-05-22","Peralatan Baking","[NEW] Rolling Pin","5L","267000","2","534000","Tf","087327402616"
"Toko","2024-05-22","Peralatan Pengukuran","[NEW] Timbangan Dapur","Merah","69000","3","207000","Tf",""
"Live","2024-05-23","Peralatan Pengukuran","[NEW] Gelas Ukur","5L","75000","4","300000","Tf","081431423511"
"Toko","2024-05-24","Peralatan Baking","[NEW] Rolling Pin","250ml","276000","2","552000","Cash",""
"Live","2024-05-25","Peralatan Memasak Utama","[NEW] Panci","2L","237000","2","474000","Qris","085428681935"
"Toko","2024-05-25","Peralatan Penyaring & Peniris","[PRV] Saringan Teh","1.5L","58000","4","232000","Qris",""
"Toko","2024-05-25","Peralatan Memasak Utama","[NEW] Presto","1L","267000","5","1335000","Qris",""
"Live","2024-05-25","Peralatan Penyajian","[NEW] Piring Kaca","2L","30000","5","150000","Qris","085744979105"
"Live","2024-05-25","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","Hitam","846000","3","2538000","Tf","089531931616"
"Toko","2024-05-25","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","Hitam","10000","2","20000","Qris",""
"Live","2024-05-25","Peralatan Baking","[PRV] Loyang Kue","250ml","182500","5","912500","Tf","084815556191"
"Toko","2024-05-25","Peralatan Pengaduk & Pencampur","[PRV] Centong","Biru","10000","2","20000","Tf",""
"Toko","2024-05-25","Peralatan Pendingin","[NEW] Cetakan Es Batu","2L","19000","5","95000","Tf",""
"Live","2024-05-26","Peralatan Penyajian","[PRV] Mangkuk Saji","1L","59500","2","119000","Tf","087074794180"
"Toko","2024-05-26","Peralatan Pemotong Khusus","[SCD] Peeler","Silver","19500","2","39000","Tf",""
"Toko","2024-05-26","Peralatan Pengukuran","[NEW] Gelas Ukur","Kecil","48000","2","96000","Qris",""
"Toko","2024-05-26","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","Plastik","27000","3","81000","Cash",""
"Toko","2024-05-26","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","1L","39000","3","117000","Tf",""
"Toko","2024-05-26","Peralatan Pengaduk & Pencampur","[PRV] Centong","1.5L","64500","4","258000","Cash",""
"Live","2024-05-26","Peralatan Pemanas","[PRV] Oven","Silver","878000","4","3512000","Tf","082182963006"
"Toko","2024-05-27","Peralatan Minum","[SCD] Termos","1.5L","15500","5","77500","Qris",""
"Toko","2024-05-27","Peralatan Kebersihan Dapur","[PRV] Spons Cuci Piring","Kayu","34500","4","138000","Qris",""
"Toko","2024-05-27","Peralatan Kebersihan Dapur","[SCD] Lap Dapur","5L","40000","1","40000","Tf",""
"Live","2024-05-27","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","Kecil","95000","5","475000","Tf","082840929938"
"Live","2024-05-27","Peralatan Pendingin","[SCD] Ice Box","Biru","7000","3","21000","Tf","083127360425"
"Toko","2024-05-27","Peralatan Pengukuran","[SCD] Timbangan Dapur","Kecil","14000","4","56000","Qris",""
"Live","2024-05-27","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Hitam","654000","3","1962000","Qris","083256667787"
"Live","2024-05-28","Peralatan Minum","[NEW] Mug Keramik","Merah","52000","4","208000","Qris","085753432180"
"Live","2024-05-28","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","1.5L","98000","3","294000","Qris","088058185170"
"Toko","2024-05-28","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","5L","24000","4","96000","Qris",""
"Toko","2024-05-29","Peralatan Pemanas","[PRV] Kompor Listrik","Merah","581000","4","2324000","Cash",""
"Live","2024-05-29","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","Hitam","73000","4","292000","Tf","085400375522"
"Toko","2024-05-29","Peralatan Pemanas","[NEW] Oven","Merah","1131000","3","3393000","Cash",""
"Toko","2024-05-29","Peralatan Penyajian","[NEW] Piring Kaca","5L","85000","1","85000","Tf",""
"Toko","2024-05-29","Peralatan Pemotong Khusus","[SCD] Pisau Daging","250ml","29000","1","29000","Cash",""
"Toko","2024-05-29","Peralatan Minum","[NEW] Mug Keramik","Biru","96000","5","480000","Qris",""
"Toko","2024-05-29","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","5L","911000","1","911000","Cash",""
"Toko","2024-05-29","Peralatan Baking","[PRV] Loyang Kue","250ml","147500","4","590000","Cash",""
"Live","2024-05-29","Peralatan Pendingin","[NEW] Ice Box","Besar","86000","1","86000","Qris","086389346456"
"Toko","2024-05-29","Peralatan Elektronik Dapur Kecil","[NEW] Toaster","1.5L","1499000","1","1499000","Qris",""
"Live","2024-05-30","Peralatan Pengukuran","[PRV] Sendok Takar","Sedang","9000","5","45000","Tf","084398515523"
"Toko","2024-05-30","Peralatan Minum","[SCD] Mug Keramik","Biru","23500","4","94000","Qris",""
"Live","2024-05-30","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","Besar","47000","4","188000","Qris","082701267911"
"Toko","2024-05-30","Peralatan Memasak Utama","[NEW] Presto","Sedang","194000","5","970000","Qris",""
"Toko","2024-05-30","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Biru","20000","2","40000","Qris",""
"Live","2024-05-31","Peralatan Pendingin","[NEW] Cooler Bag","Kayu","29000","3","87000","Qris","086063071252"
"Live","2024-05-31","Peralatan Pendingin","[SCD] Ice Box","250ml","15500","1","15500","Qris","081473034748"
"Live","2024-05-31","Peralatan Memasak Utama","[NEW] Wajan","Biru","276000","1","276000","Qris","086485295049"
"Live","2024-05-31","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","500ml","29000","5","145000","Qris","087995001923"
"Live","2024-05-31","Peralatan Baking","[SCD] Loyang Kue","Merah","84000","1","84000","Qris","083002861364"
"Live","2024-05-31","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","Stainless","69000","4","276000","Qris","088022068932"
"Live","2024-05-31","Peralatan Penyajian","[NEW] Piring Kaca","Plastik","65000","2","130000","Tf","087368920782"
"Live","2024-05-31","Peralatan Elektronik Dapur Kecil","[NEW] Blender","1L","890000","1","890000","Tf","088627635410"
"Live","2024-06-01","Peralatan Minum","[NEW] Termos","2L","36000","4","144000","Tf","083390084466"
"Toko","2024-06-01","Peralatan Pendingin","[NEW] Cetakan Es Batu","1.5L","65000","3","195000","Tf",""
"Live","2024-06-01","Peralatan Minum","[NEW] Gelas Kaca","Stainless","94000","1","94000","Qris","088638012166"
"Toko","2024-06-01","Peralatan Minum","[PRV] Teko Air","1L","26500","4","106000","Qris",""
"Live","2024-06-02","Peralatan Minum","[SCD] Gelas Kaca","Sedang","23500","2","47000","Tf","087324064975"
"Live","2024-06-02","Peralatan Penyajian","[NEW] Mangkuk Saji","Hitam","32000","4","128000","Qris","082537637511"
"Live","2024-06-02","Peralatan Elektronik Dapur Kecil","[SCD] Toaster","500ml","477000","3","1431000","Qris","081252946470"
"Toko","2024-06-03","Peralatan Pemanas","[NEW] Kompor Gas","Besar","1233000","4","4932000","Cash",""
"Live","2024-06-03","Peralatan Pemotong Khusus","[SCD] Pisau Daging","Kayu","20000","5","100000","Qris","085475203772"
"Live","2024-06-03","Peralatan Pemotong Khusus","[NEW] Pisau Roti","Silver","57000","5","285000","Tf","089480484616"
"Live","2024-06-04","Peralatan Pengaduk & Pencampur","[NEW] Spatula","Plastik","74000","4","296000","Qris","081272457328"
"Toko","2024-06-05","Peralatan Persiapan Bahan","[NEW] Cobek","Besar","31000","3","93000","Tf",""
"Toko","2024-06-05","Peralatan Pengaduk & Pencampur","[NEW] Centong","Besar","88000","2","176000","Cash",""
"Live","2024-06-05","Peralatan Pemotong Khusus","[NEW] Pisau Daging","Biru","68000","4","272000","Tf","085529144093"
"Toko","2024-06-05","Peralatan Kebersihan Dapur","[PRV] Lap Dapur","Sedang","70000","2","140000","Qris",""
"Toko","2024-06-06","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","1.5L","42000","5","210000","Cash",""
"Live","2024-06-06","Peralatan Pemotong Khusus","[NEW] Pisau Daging","500ml","40000","5","200000","Qris","084116621584"
"Live","2024-06-06","Peralatan Penyajian","[PRV] Mangkuk Saji","Merah","49500","5","247500","Qris","088665569272"
"Toko","2024-06-06","Peralatan Penyajian","[NEW] Mangkuk Saji","Kayu","71000","1","71000","Cash",""
"Toko","2024-06-06","Peralatan Penyaring & Peniris","[PRV] Saringan Mie","Silver","69500","2","139000","Qris",""
"Live","2024-06-06","Peralatan Minum","[NEW] Teko Air","Merah","88000","5","440000","Qris","081917843012"
"Live","2024-06-06","Peralatan Pemotong Khusus","[PRV] Peeler","Kecil","24000","3","72000","Qris","086727507393"
"Live","2024-06-06","Peralatan Pengukuran","[PRV] Sendok Takar","Silver","7500","2","15000","Tf","089688152044"
"Live","2024-06-06","Peralatan Persiapan Bahan","[PRV] Talenan","2L","60000","4","240000","Tf","083288684248"
"Live","2024-06-06","Peralatan Memasak Utama","[NEW] Presto","Sedang","233000","1","233000","Tf","081368788854"
"Live","2024-06-06","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","Kecil","70000","4","280000","Qris","084764040102"
"Toko","2024-06-07","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","Hitam","87000","2","174000","Tf",""
"Live","2024-06-07","Peralatan Penyaring & Peniris","[PRV] Peniris Gorengan","1L","42000","2","84000","Qris","086950755431"
"Toko","2024-06-08","Peralatan Minum","[NEW] Teko Air","Stainless","29000","3","87000","Cash",""
"Toko","2024-06-08","Peralatan Pengaduk & Pencampur","[PRV] Whisk","Sedang","19000","4","76000","Qris",""
"Live","2024-06-08","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","Sedang","81000","4","324000","Tf","081576709880"
"Live","2024-06-09","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","Silver","73000","1","73000","Qris","084817907932"
"Toko","2024-06-09","Peralatan Khusus / Unik","[SCD] Pemecah Kemiri","Besar","27000","2","54000","Cash",""
"Toko","2024-06-09","Peralatan Pengukuran","[PRV] Timbangan Dapur","1L","23000","3","69000","Tf",""
"Toko","2024-06-09","Peralatan Penyajian","[SCD] Nampan","Putih","44000","4","176000","Qris",""
"Live","2024-06-09","Peralatan Persiapan Bahan","[SCD] Mangkuk Adonan","500ml","8500","1","8500","Tf","081284036506"
"Live","2024-06-10","Peralatan Pengukuran","[NEW] Gelas Ukur","Merah","40000","2","80000","Tf","085352098800"
"Toko","2024-06-10","Peralatan Penyimpanan Makanan","[SCD] Rak Bumbu","500ml","15000","3","45000","Tf",""
"Live","2024-06-10","Peralatan Minum","[SCD] Mug Keramik","Kayu","24500","1","24500","Qris","087537218500"
"Toko","2024-06-10","Peralatan Pemanas","[NEW] Kompor Listrik","Silver","1316000","5","6580000","Qris",""
"Live","2024-06-10","Peralatan Khusus / Unik","[SCD] Pemecah Kemiri","1L","44500","5","222500","Qris","088368185472"
"Live","2024-06-11","Peralatan Minum","[SCD] Gelas Kaca","Besar","22500","1","22500","Tf","083412831022"
"Toko","2024-06-11","Peralatan Baking","[NEW] Rolling Pin","Besar","159000","5","795000","Tf",""
"Live","2024-06-12","Peralatan Pengukuran","[SCD] Sendok Takar","Kecil","11000","4","44000","Qris","086775863236"
"Toko","2024-06-12","Peralatan Pemanas","[NEW] Kompor Gas","500ml","1037000","5","5185000","Qris",""
"Live","2024-06-13","Peralatan Penyajian","[NEW] Piring Kaca","Kecil","82000","5","410000","Tf","089814285571"
"Live","2024-06-13","Peralatan Pemanas","[SCD] Kompor Gas","Merah","335500","3","1006500","Tf","084916216516"
"Live","2024-06-13","Peralatan Memasak Utama","[NEW] Panci","Hitam","173000","1","173000","Qris","084113031663"
"Toko","2024-06-13","Peralatan Pemanas","[PRV] Kompor Gas","Kayu","292500","2","585000","Tf",""
"Toko","2024-06-14","Peralatan Baking","[NEW] Cetakan Muffin","2L","90000","4","360000","Cash",""
"Live","2024-06-14","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","Sedang","38000","2","76000","Qris","083418888782"
